phenotype	description	group	phenocode	description_more	coding	coding_description	pops	num_pops	pops_pass_qc	num_pops_pass_qc	n_cases_full_cohort_both_sexes	n_cases_full_cohort_females	n_cases_full_cohort_males	n_cases_hq_cohort_both_sexes	n_cases_hq_cohort_females	n_cases_hq_cohort_males	n_cases_AFR	n_cases_AMR	n_cases_CSA	n_cases_EAS	n_cases_EUR	n_cases_MID	n_controls_AFR	n_controls_AMR	n_controls_CSA	n_controls_EAS	n_controls_EUR	n_controls_MID	filename	aws_link	wget	size_in_bytes	description_panUKB	proxy_GWAS	short_label	use_in_analysis
play_computer	Plays computer games	lifestyle and environment	2237	ACE touchscreen question "Do you play computer games?" If the participant activated the Help button they were shown the message:     Answer this question thinking about the past year.		NA	AFR,AMR,CSA,EAS,EUR,MID	6	EUR,MID	2	440297	238066	202218	421659	227938	193708	6495	961	8548	2634	420102	1557	NA	NA	NA	NA	NA	NA	continuous-2237-both_sexes.tsv.bgz	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/continuous-2237-both_sexes.tsv.bgz	wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/continuous-2237-both_sexes.tsv.bgz	2400616868	Plays computer games	FALSE	Plays PC games	TRUE
poorer_health	Overall health rating	lifestyle and environment	2178	ACE touchscreen question "In general how would you rate your overall health?"		NA	AFR,AMR,CSA,EAS,EUR,MID	6	CSA,EUR,MID	3	438901	237323	201564	428891	231182	197695	6458	945	8579	2607	418781	1531	NA	NA	NA	NA	NA	NA	continuous-2178-both_sexes.tsv.bgz	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/continuous-2178-both_sexes.tsv.bgz	wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/continuous-2178-both_sexes.tsv.bgz	2386786633	Overall health rating	FALSE	Overall health	TRUE
protein	Total protein	biological measures	30860	NA		NA	AFR,AMR,CSA,EAS,EUR,MID	6	CSA,EUR,MID	3	384773	206460	178313	375816	201005	174811	5759	856	7696	2342	366758	1362	NA	NA	NA	NA	NA	NA	biomarkers-30860-both_sexes-irnt.tsv.bgz	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/biomarkers-30860-both_sexes-irnt.tsv.bgz	wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/biomarkers-30860-both_sexes-irnt.tsv.bgz	2381920283	Total protein	FALSE	Protein	TRUE
red_hair	Hair colour (natural, before greying)	physical measures	1747	ACE touchscreen question "What best describes your natural hair colour? (If your hair colour is grey, the colour before you went grey)"  If the participant activated the Help button they were shown the message:        If you are unsure, please select the colour closest to your natural  adult hair colour or select Do not know.          This question was dropped from the touchscreen protocol on 24/10/2016.	2	Red	EUR	1		0	19253	11917	7336	NA	NA	NA	NA	NA	NA	NA	19253	NA	NA	NA	NA	NA	400216	NA	categorical-1747-both_sexes-2.tsv.bgz	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-1747-both_sexes-2.tsv.bgz	wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-1747-both_sexes-2.tsv.bgz	558119091	Hair colour (natural, before greying)	FALSE	Red hair	TRUE
reticulocyte_volume	Mean reticulocyte volume	biological measures	30260	Result of "Mean Reticulocytes Volume" assay, performed on blood sample, obtained from UK Biobank assessment centre visit. Mean Reticulocytes volume is the average volume of all reticulocytes, calculated from the reticulocytes (percentage).		NA	AFR,AMR,CSA,EAS,EUR,MID	6	CSA,EUR	2	420792	226908	193882	409659	220392	189267	6107	926	8315	2582	401344	1518	NA	NA	NA	NA	NA	NA	continuous-30260-both_sexes-irnt.tsv.bgz	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/continuous-30260-both_sexes-irnt.tsv.bgz	wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/continuous-30260-both_sexes-irnt.tsv.bgz	2378379167	Mean reticulocyte volume	FALSE	Reticulocyte volume	TRUE
self_harm_thoughts	Ever contemplated self-harm / Recent thoughts of suicide or self-harm	psychiatric disorders	20485	Question asked: "Have you contemplated harming yourself (for example by cutting, biting, hitting yourself or taking an overdose)?"		NA	CSA,EUR	2		0	136992	76869	60120	NA	NA	NA	NA	NA	1173	NA	135819	NA	NA	NA	NA	NA	NA	NA	continuous-20485-both_sexes.tsv.bgz	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/continuous-20485-both_sexes.tsv.bgz	wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/continuous-20485-both_sexes.tsv.bgz	1017118945	Ever contemplated self-harm	TRUE	Ever suicidal thoughts	FALSE
sitting_height	Sitting height	physical measures	20015	Distance from rump to crown when sitting, calculated as the difference between ~F51~ and ~F3077~.		NA	AFR,AMR,CSA,EAS,EUR,MID	6	AFR,CSA,EAS,EUR	4	439677	237824	201851	437134	236531	200603	6554	972	8649	2698	419233	1571	NA	NA	NA	NA	NA	NA	continuous-20015-both_sexes-irnt.tsv.bgz	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/continuous-20015-both_sexes-irnt.tsv.bgz	wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/continuous-20015-both_sexes-irnt.tsv.bgz	2369930748	Sitting height	FALSE	Sitting height	TRUE
snoring	Snoring	physical measures	1210	ACE touchscreen question "Does your partner or a close relative or friend complain about your snoring?" If the participant activated the Help button they were shown the message:     If you are unsure, please provide an estimate or select Do not know.	1210	NA	AFR,AMR,CSA,EAS,EUR,MID	6	CSA,EUR	2	256618	156791	99815	249902	152519	97372	3790	561	4634	1511	245268	854	2046	315	3270	837	146263	536	categorical-1210-both_sexes-1210.tsv.bgz	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-1210-both_sexes-1210.tsv.bgz	wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-1210-both_sexes-1210.tsv.bgz	2838325847	Snoring	FALSE	Snoring	TRUE
sodium_urine	Sodium in urine	biological measures	30530	Measured by ISE (ion selective electrode) analysis using Beckman Coulter AU5400.		NA	AFR,AMR,CSA,EAS,EUR,MID	6	CSA,EUR,MID	3	427512	230299	197199	417586	224230	193342	6370	937	8453	2619	407610	1523	NA	NA	NA	NA	NA	NA	continuous-30530-both_sexes-irnt.tsv.bgz	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/continuous-30530-both_sexes-irnt.tsv.bgz	wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/continuous-30530-both_sexes-irnt.tsv.bgz	2389823488	Sodium in urine	FALSE	Sodium (urine)	TRUE
sphered_cell_volume	Mean sphered cell volume	biological measures	30270	Result of "Mean Sphered Cells Volume" assay, performed on blood sample, obtained from UK Biobank assessment centre visit.		NA	AFR,AMR,CSA,EAS,EUR,MID	6	AFR,CSA,EUR	3	420794	226909	193883	415768	223969	191799	6108	926	8315	2582	401345	1518	NA	NA	NA	NA	NA	NA	continuous-30270-both_sexes-irnt.tsv.bgz	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/continuous-30270-both_sexes-irnt.tsv.bgz	wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/continuous-30270-both_sexes-irnt.tsv.bgz	2377420020	Mean sphered cell volume	FALSE	Sphered cell volume	TRUE
systolic_BP	Systolic blood pressure, automated reading	physical measures	4080	Blood pressure, automated reading, systolic. Two measures of blood pressure were taken a few moments apart.   Range returned by the Omron device is is 0-255		NA	AFR,AMR,CSA,EAS,EUR,MID	6	CSA,EUR,MID	3	416955	225159	191784	406845	218954	187879	6551	959	8641	2600	396663	1541	NA	NA	NA	NA	NA	NA	continuous-4080-both_sexes-irnt.tsv.bgz	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/continuous-4080-both_sexes-irnt.tsv.bgz	wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/continuous-4080-both_sexes-irnt.tsv.bgz	2390452195	Systolic blood pressure, automated reading	FALSE	Systolic BP	TRUE
urate	Urate	biological measures	30880	NA		NA	AFR,AMR,CSA,EAS,EUR,MID	6	CSA,EUR,MID	3	420090	226978	193112	410377	221026	189351	6206	938	8411	2569	400469	1497	NA	NA	NA	NA	NA	NA	biomarkers-30880-both_sexes-irnt.tsv.bgz	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/biomarkers-30880-both_sexes-irnt.tsv.bgz	wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/biomarkers-30880-both_sexes-irnt.tsv.bgz	2387845035	Urate	FALSE	Urate	TRUE
water_intake	Water intake	lifestyle and environment	1528	ACE touchscreen question "How many glasses of water do you drink each DAY? " The following checks were performed:  If answer   If answer > 99 then rejected  If answer > 10 then participant asked to confirm   If the participant activated the Help button they were shown the message:     Please provide an average considering your intake over the last year. If you are unsure, please provide an estimate or select Do not know.		NA	AFR,AMR,CSA,EAS,EUR,MID	6	CSA,EUR	2	407793	223689	184092	396674	217096	179567	6186	920	8545	2515	388129	1498	NA	NA	NA	NA	NA	NA	continuous-1528-both_sexes.tsv.bgz	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/continuous-1528-both_sexes.tsv.bgz	wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/continuous-1528-both_sexes.tsv.bgz	2376813065	Water intake	FALSE	Water intake	TRUE
years_of_edu	Qualifications (years of education)	lifestyle and environment	6138	ACE touchscreen question "Which of the following qualifications do you have? (You can select more than one)" The following checks were performed:  If code -7 was selected, then no additional choices were allowed.  If code -3 was selected, then no additional choices were allowed.   If the participant activated the Help button they were shown the message:     A levels/AS levels and equivalent includes the Higher School Certificate  O levels/GCSEs and equivalent includes the School Certificate.	3	O levels/GCSEs or equivalent	AFR,AMR,CSA,EAS,EUR,MID	6	CSA,EUR,MID	3	201242	114700	86539	198340	112828	85509	2078	250	2398	574	195589	353	4275	691	5861	1951	220727	1173	categorical-6138-both_sexes-3.tsv.bgz	https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-6138-both_sexes-3.tsv.bgz	wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-6138-both_sexes-3.tsv.bgz	2853323413	Qualifications	TRUE	Educational attainment	TRUE
